City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
219,Cidreira,BR,2022-08-14 21:49:52,-30.1811,-50.2056,61.3,91,97,13.94,overcast clouds
220,San Vicente,AR,2022-08-14 21:49:52,-26.6167,-54.1333,60.71,91,35,2.57,scattered clouds
221,Honningsvag,NO,2022-08-14 21:49:52,70.9821,25.9704,47.95,81,20,10.36,few clouds
222,Beloha,MG,2022-08-14 21:49:53,-25.1667,45.05,68.58,54,33,6.64,scattered clouds
223,Cap Malheureux,MU,2022-08-14 21:49:53,-19.9842,57.6142,70.47,65,88,7.0,overcast clouds
224,Sankheda,IN,2022-08-14 21:49:54,22.1667,73.5833,76.51,92,96,8.72,light rain
225,Sydney,AU,2022-08-14 21:46:56,-33.8679,151.2073,52.9,66,0,10.36,clear sky
226,Sarandi,BR,2022-08-14 21:50:55,-23.4436,-51.8739,80.15,36,0,11.5,clear sky
227,Klaksvik,FO,2022-08-14 21:50:55,62.2266,-6.589,52.72,86,95,2.51,overcast clouds
228,Celestun,MX,2022-08-14 21:50:55,20.8667,-90.4,84.4,71,96,12.17,overcast clouds
229,Borogontsy,RU,2022-08-14 21:50:56,62.6683,131.1683,58.12,94,100,2.84,light rain
230,Tura,IN,2022-08-14 21:50:57,25.5198,90.2201,73.74,92,96,5.64,moderate rain
231,Almeria,ES,2022-08-14 21:50:57,37.1667,-2.3333,77.43,46,4,3.8,clear sky
232,Sitka,US,2022-08-14 21:50:57,57.0531,-135.33,60.69,88,100,3.44,mist
233,Bundaberg,AU,2022-08-14 21:46:29,-24.85,152.35,56.21,82,0,3.0,clear sky
234,Ranot,TH,2022-08-14 21:50:58,7.7777,100.3213,80.08,80,9,5.68,clear sky
235,Huarmey,PE,2022-08-14 21:50:59,-10.0681,-78.1522,65.52,77,1,12.62,clear sky
236,Jijiga,ET,2022-08-14 21:50:59,9.35,42.8,67.19,61,97,21.14,overcast clouds
237,Airai,TL,2022-08-14 21:50:59,-8.9266,125.4092,54.61,71,13,3.56,few clouds
238,Noumea,NC,2022-08-14 21:50:45,-22.2763,166.4572,75.18,99,100,7.58,overcast clouds
239,Chapais,CA,2022-08-14 21:51:00,49.7834,-74.8492,73.18,60,100,3.74,overcast clouds
240,Farafangana,MG,2022-08-14 21:51:00,-22.8167,47.8333,66.51,86,9,10.85,clear sky
241,Malinovskiy,RU,2022-08-14 21:51:01,61.1953,62.8397,43.65,76,13,6.58,few clouds
242,Husavik,IS,2022-08-14 21:51:01,66.0449,-17.3389,43.29,79,70,13.49,broken clouds
243,Hualmay,PE,2022-08-14 21:51:02,-11.0964,-77.6139,64.42,76,17,13.02,few clouds
244,Shenkursk,RU,2022-08-14 21:51:03,62.1091,42.896,54.14,71,13,5.28,few clouds
245,Saquarema,BR,2022-08-14 21:51:03,-22.92,-42.5103,69.94,70,12,19.1,few clouds
246,Nortelandia,BR,2022-08-14 21:51:03,-14.4547,-56.8028,86.38,24,4,4.25,clear sky
247,Rio Gallegos,AR,2022-08-14 21:51:03,-51.6226,-69.2181,42.85,52,20,16.11,few clouds
248,Lahad Datu,MY,2022-08-14 21:51:04,5.0268,118.327,73.17,94,90,3.02,overcast clouds
249,Saskylakh,RU,2022-08-14 21:51:04,71.9167,114.0833,48.56,65,1,1.97,clear sky
250,Usevya,TZ,2022-08-14 21:51:04,-7.1,31.2333,71.69,37,3,1.34,clear sky
251,Constitucion,CL,2022-08-14 21:51:05,-35.3333,-72.4167,50.86,84,63,17.18,light rain
252,Muros,ES,2022-08-14 21:51:05,42.7762,-9.0603,64.83,91,3,0.69,clear sky
253,Hasaki,JP,2022-08-14 21:51:07,35.7333,140.8333,79.29,86,84,3.83,broken clouds
254,Mehamn,NO,2022-08-14 21:51:07,71.0357,27.8492,48.15,87,40,10.36,scattered clouds
255,Athabasca,CA,2022-08-14 21:51:07,54.7169,-113.2854,75.61,38,4,8.93,clear sky
256,Northam,GB,2022-08-14 21:51:07,51.0333,-4.2167,68.4,66,16,5.32,few clouds
257,Adamas,GR,2022-08-14 21:51:08,36.7333,24.4333,76.53,83,0,8.21,clear sky
258,Economy,US,2022-08-14 21:51:08,40.6001,-80.2248,72.16,63,99,4.27,overcast clouds
259,Nazas,MX,2022-08-14 21:51:08,25.2333,-104.1333,88.41,32,80,7.78,broken clouds
260,Bambous Virieux,MU,2022-08-14 21:51:09,-20.3428,57.7575,70.21,78,75,17.27,broken clouds
261,Kuopio,FI,2022-08-14 21:51:09,62.8924,27.677,62.55,88,0,1.14,clear sky
262,Inhambane,MZ,2022-08-14 21:51:10,-23.865,35.3833,71.51,79,15,10.78,few clouds
263,Gat,IL,2022-08-14 21:42:23,31.61,34.7642,79.48,100,0,2.68,clear sky
264,Saldanha,ZA,2022-08-14 21:51:11,-33.0117,17.9442,42.85,62,5,10.6,clear sky
265,Torbay,CA,2022-08-14 21:47:37,47.6666,-52.7314,72.55,92,100,4.61,overcast clouds
266,Sao Domingos,BR,2022-08-14 21:51:13,-13.3983,-46.3183,75.78,27,0,6.26,clear sky
267,Tuatapere,NZ,2022-08-14 21:51:13,-46.1333,167.6833,44.19,77,100,5.08,overcast clouds
268,Emmett,US,2022-08-14 21:51:17,43.8735,-116.4993,96.17,21,9,5.44,clear sky
269,Lodwar,KE,2022-08-14 21:51:17,3.1191,35.5973,85.05,42,99,9.04,overcast clouds
270,Porto Velho,BR,2022-08-14 21:51:18,-8.7619,-63.9039,91.45,49,68,5.75,broken clouds
271,Marfino,RU,2022-08-14 21:51:18,55.7028,37.3822,70.05,56,0,4.47,clear sky
272,Umm Lajj,SA,2022-08-14 21:51:19,25.0213,37.2685,85.48,69,58,12.01,broken clouds
273,Kupang,ID,2022-08-14 21:51:19,-10.1667,123.5833,73.35,84,6,7.34,clear sky
274,Katobu,ID,2022-08-14 21:52:20,-4.9408,122.5276,71.87,91,36,3.44,scattered clouds
275,Cao Bang,VN,2022-08-14 21:52:21,22.6667,106.25,74.53,99,28,0.27,scattered clouds
276,Culpeper,US,2022-08-14 21:52:22,38.5004,-77.9664,73.83,90,100,0.0,overcast clouds
277,Trairi,BR,2022-08-14 21:50:41,-3.2778,-39.2689,77.92,72,40,11.16,scattered clouds
278,Sao Filipe,CV,2022-08-14 21:48:19,14.8961,-24.4956,77.58,73,51,5.41,broken clouds
279,Alyangula,AU,2022-08-14 21:52:23,-13.8483,136.4192,70.34,56,95,15.21,overcast clouds
280,Gorontalo,ID,2022-08-14 21:52:23,0.5412,123.0595,75.09,89,94,1.57,overcast clouds
281,Khani,GE,2022-08-14 21:52:24,41.9563,42.9566,65.77,62,0,3.56,clear sky
282,San Quintin,MX,2022-08-14 21:49:31,30.4833,-115.95,77.92,67,1,9.42,clear sky
283,Road Town,VG,2022-08-14 21:48:01,18.4167,-64.6167,86.04,74,20,9.22,few clouds
284,Kalulushi,ZM,2022-08-14 21:52:25,-12.8378,28.0919,62.87,30,10,2.68,clear sky
285,Norman Wells,CA,2022-08-14 21:52:25,65.282,-126.8329,73.44,60,75,5.75,broken clouds
286,Kaitangata,NZ,2022-08-14 21:52:26,-46.2817,169.8464,44.19,79,86,3.29,overcast clouds
287,Tilichiki,RU,2022-08-14 21:52:26,60.4667,166.1,54.46,94,100,6.71,overcast clouds
288,Faya,SA,2022-08-14 21:52:26,18.3851,42.4509,66.72,67,100,4.5,overcast clouds
289,Port Lincoln,AU,2022-08-14 21:49:36,-34.7333,135.8667,52.09,85,96,4.81,heavy intensity rain
290,Ninghai,CN,2022-08-14 21:52:27,29.2892,121.4247,77.47,94,59,4.99,broken clouds
291,Dauphin,CA,2022-08-14 21:52:28,51.1494,-100.0502,78.94,61,40,10.36,scattered clouds
292,Sept-Iles,CA,2022-08-14 21:52:29,50.2001,-66.3821,64.92,80,75,4.61,broken clouds
293,Iqaluit,CA,2022-08-14 21:52:29,63.7506,-68.5145,49.73,66,75,18.41,broken clouds
294,Nakhon Phanom,TH,2022-08-14 21:52:29,17.3333,104.4167,73.89,93,45,1.79,scattered clouds
295,Videira,BR,2022-08-14 21:52:30,-27.0083,-51.1517,58.33,91,54,3.51,broken clouds
296,Saint-Pierre,RE,2022-08-14 21:52:30,-21.3393,55.4781,69.91,68,75,5.75,broken clouds
297,Vostok,RU,2022-08-14 21:52:30,46.4856,135.8833,59.36,93,64,1.12,broken clouds
298,Springbok,ZA,2022-08-14 21:52:30,-29.6643,17.8865,42.48,67,71,9.04,broken clouds
299,Nome,US,2022-08-14 21:52:31,64.5011,-165.4064,51.17,62,0,27.63,clear sky
300,Sur,OM,2022-08-14 21:52:31,22.5667,59.5289,88.43,58,59,10.45,broken clouds
301,Zhezkazgan,KZ,2022-08-14 21:52:32,47.8043,67.7144,70.52,37,0,16.4,clear sky
302,Ancud,CL,2022-08-14 21:48:28,-41.8697,-73.8203,43.43,69,42,16.75,light rain
303,Khovu-Aksy,RU,2022-08-14 21:52:33,51.1333,93.6,50.74,80,20,1.66,few clouds
304,Robertsport,LR,2022-08-14 21:52:33,6.7533,-11.3686,74.52,93,100,10.27,moderate rain
305,Lucapa,AO,2022-08-14 21:52:33,-8.4192,20.7447,71.56,23,97,2.62,overcast clouds
306,Thaba Nchu,ZA,2022-08-14 21:52:33,-29.2093,26.839,35.85,57,2,8.88,clear sky
307,Zhigalovo,RU,2022-08-14 21:52:34,54.8097,105.1578,54.48,99,97,4.12,overcast clouds
308,Strelka,RU,2022-08-14 21:52:34,58.0728,93.0344,54.1,96,100,7.9,light rain
309,Harrismith,ZA,2022-08-14 21:52:34,-28.2728,29.1295,37.62,45,0,10.67,clear sky
310,Harfleur,FR,2022-08-14 21:52:35,49.5066,0.1983,70.75,80,0,6.91,clear sky
311,Sivas,TR,2022-08-14 21:52:35,39.7916,37.0019,66.15,75,1,3.42,clear sky
312,Flinders,AU,2022-08-14 21:49:25,-34.5833,150.8552,56.37,62,44,4.0,scattered clouds
313,Mayo,US,2022-08-14 21:52:36,38.8876,-76.5119,81.07,58,0,6.91,clear sky
314,Sabha,LY,2022-08-14 21:49:40,27.0377,14.4283,85.06,21,1,9.19,clear sky
315,Geraldton,AU,2022-08-14 21:52:36,-28.7667,114.6,48.61,93,0,11.5,clear sky
316,Tolaga Bay,NZ,2022-08-14 21:52:37,-38.3667,178.3,51.98,56,99,2.66,overcast clouds
317,Marawi,PH,2022-08-14 21:52:37,7.9986,124.2928,68.2,88,100,4.83,light rain
318,Cockburn Town,TC,2022-08-14 21:51:06,21.4612,-71.1419,84.16,65,40,11.5,scattered clouds
319,Salalah,OM,2022-08-14 21:52:38,17.0151,54.0924,75.15,98,100,7.34,overcast clouds
320,Nizhniy Kuranakh,RU,2022-08-14 21:53:38,58.8353,125.4869,52.32,95,99,4.85,overcast clouds
321,Jiangyou,CN,2022-08-14 21:53:39,31.7667,104.7167,76.98,85,100,5.21,overcast clouds
322,Macau,MO,2022-08-14 21:53:39,22.2006,113.5461,82.85,89,20,2.3,few clouds
323,Kendari,ID,2022-08-14 21:53:39,-3.945,122.4989,71.53,95,83,3.53,broken clouds
324,Trelew,AR,2022-08-14 21:53:40,-43.249,-65.3051,52.7,34,100,14.38,overcast clouds
325,Luderitz,NA,2022-08-14 21:53:41,-26.6481,15.1594,54.1,63,36,13.27,scattered clouds
326,Pyaozerskiy,RU,2022-08-14 21:53:41,65.8333,31.1667,52.88,73,51,0.92,broken clouds
327,Oktyabrskoye,RU,2022-08-14 21:53:42,43.0645,44.7417,68.14,94,0,8.95,clear sky
328,Chumikan,RU,2022-08-14 21:53:42,54.7183,135.315,55.02,90,60,0.6,broken clouds
329,San Carlos De Bariloche,AR,2022-08-14 21:53:43,-41.1456,-71.3082,34.25,100,75,13.8,light snow
330,Rivera,UY,2022-08-14 21:52:02,-30.9053,-55.5508,65.75,87,45,13.18,scattered clouds
331,Kantunilkin,MX,2022-08-14 21:53:43,21.0917,-87.45,84.04,64,83,4.29,broken clouds
332,Alofi,NU,2022-08-14 21:53:44,-19.0595,-169.9187,75.09,64,100,16.11,overcast clouds
333,Ostrovnoy,RU,2022-08-14 21:53:44,68.0531,39.5131,48.72,86,28,8.43,scattered clouds
334,Cherskiy,RU,2022-08-14 21:53:45,68.75,161.3,43.38,70,15,7.2,few clouds
335,Yemtsa,RU,2022-08-14 21:53:45,63.0734,40.3329,54.34,78,17,5.32,few clouds
336,San Luis,AR,2022-08-14 21:51:27,-33.295,-66.3356,60.85,45,47,5.77,scattered clouds
337,Sidi Ali,DZ,2022-08-14 21:53:46,36.0998,0.4206,78.73,73,89,8.21,overcast clouds
338,Adolfo Lopez Mateos,MX,2022-08-14 21:53:46,28.4667,-107.3,67.93,61,91,8.81,overcast clouds
339,Kahului,US,2022-08-14 21:53:46,20.8947,-156.47,87.82,45,20,20.71,few clouds
340,Cedar City,US,2022-08-14 21:53:47,37.6775,-113.0619,78.4,42,100,6.87,overcast clouds
341,Tombouctou,ML,2022-08-14 21:53:47,20.0,-3.0,98.44,24,4,6.58,clear sky
342,Caravelas,BR,2022-08-14 21:53:47,-17.7125,-39.2481,68.07,75,0,5.95,clear sky
343,Marzuq,YE,2022-08-14 21:49:33,14.4,46.4667,81.61,48,100,4.97,overcast clouds
344,Nemuro,JP,2022-08-14 21:53:49,43.3236,145.575,64.99,88,90,2.93,overcast clouds
345,Mandan,US,2022-08-14 21:53:49,46.8267,-100.8896,83.41,69,0,3.44,clear sky
346,Ankang,CN,2022-08-14 21:53:49,32.68,109.0172,80.89,67,99,1.63,overcast clouds
347,Kudeyevskiy,RU,2022-08-14 21:53:50,54.8758,56.7567,51.64,69,0,4.81,clear sky
348,Kasempa,ZM,2022-08-14 21:53:50,-13.4584,25.8338,64.78,25,80,3.18,broken clouds
349,Padang,ID,2022-08-14 21:53:50,-0.9492,100.3543,77.25,83,85,2.98,overcast clouds
350,Berbera,SO,2022-08-14 21:53:51,10.4396,45.0143,92.68,45,96,14.29,overcast clouds
351,Williston,US,2022-08-14 21:53:51,48.147,-103.618,98.82,35,23,1.99,few clouds
352,Ampanihy,MG,2022-08-14 21:53:51,-24.7,44.75,68.11,54,43,4.97,scattered clouds
353,Ende,ID,2022-08-14 21:53:52,-8.8432,121.6623,74.17,80,25,2.17,scattered clouds
354,Leshukonskoye,RU,2022-08-14 21:53:52,64.8989,45.7622,53.87,82,89,5.55,overcast clouds
355,Itanagar,IN,2022-08-14 21:53:53,27.1,93.6167,74.93,97,95,3.15,light rain
356,Paamiut,GL,2022-08-14 21:53:54,61.994,-49.6678,44.46,97,100,8.52,overcast clouds
357,Komsomolskiy,UZ,2022-08-14 21:53:55,40.4272,71.7189,77.72,41,34,6.91,scattered clouds
358,Pilikwe,BW,2022-08-14 21:53:55,-22.799,27.1938,58.77,15,5,13.98,clear sky
359,Auki,SB,2022-08-14 21:53:56,-8.7676,160.7034,80.33,78,41,3.85,scattered clouds
360,Oranjemund,NA,2022-08-14 21:53:57,-28.55,16.4333,52.72,79,97,12.44,overcast clouds
361,Oswego,US,2022-08-14 21:53:57,43.4501,-76.1497,81.1,35,0,4.94,clear sky
362,Los Barrios,ES,2022-08-14 21:53:58,36.1848,-5.4921,75.04,60,0,13.8,clear sky
363,Lakselv,NO,2022-08-14 21:53:58,70.0513,24.9718,39.02,93,66,0.0,broken clouds
364,Hovd,MN,2022-08-14 21:53:59,48.0056,91.6419,61.29,35,0,6.98,clear sky
365,Emerald,AU,2022-08-14 21:53:59,-23.5333,148.1667,54.5,50,0,5.57,clear sky
366,Oistins,BB,2022-08-14 21:54:00,13.0667,-59.5333,84.29,74,75,10.36,broken clouds
367,Brenham,US,2022-08-14 21:52:27,30.1669,-96.3977,94.86,53,40,10.36,scattered clouds
368,Ahuimanu,US,2022-08-14 21:55:02,21.4447,-157.8378,85.75,64,100,13.8,overcast clouds
369,Vardo,NO,2022-08-14 21:55:02,70.3705,31.1107,48.18,76,32,14.97,scattered clouds
370,Matay,EG,2022-08-14 21:55:03,28.419,30.7792,83.01,42,0,12.95,clear sky
371,Tocopilla,CL,2022-08-14 21:55:03,-22.092,-70.1979,61.09,72,38,11.74,scattered clouds
372,San Patricio,US,2022-08-14 21:55:04,28.017,-97.5169,79.84,78,100,17.22,heavy intensity rain
373,Kakching,IN,2022-08-14 21:55:05,24.4833,93.9833,69.93,99,100,1.97,overcast clouds
374,Westport,US,2022-08-14 21:50:42,41.1415,-73.3579,82.78,48,0,13.8,clear sky
375,Olafsvik,IS,2022-08-14 21:55:06,64.8945,-23.7142,48.81,62,15,6.11,few clouds
376,Port Hardy,CA,2022-08-14 21:55:06,50.6996,-127.4199,62.78,94,75,11.5,broken clouds
377,Skelleftea,SE,2022-08-14 21:55:06,64.7507,20.9528,53.01,100,100,2.3,overcast clouds
378,Mkushi,ZM,2022-08-14 21:55:06,-13.6202,29.3939,60.62,40,22,3.51,few clouds
379,Okoneshnikovo,RU,2022-08-14 21:55:07,54.8377,75.0834,49.3,87,1,8.19,clear sky
380,Mariental,NA,2022-08-14 21:55:07,-24.6333,17.9667,49.64,29,5,9.93,clear sky
381,Kununurra,AU,2022-08-14 21:55:07,-15.7667,128.7333,55.38,82,34,4.61,scattered clouds
382,Nabire,ID,2022-08-14 21:55:07,-3.3667,135.4833,75.15,93,100,3.11,overcast clouds
383,Zhangye,CN,2022-08-14 21:55:09,38.9342,100.4517,70.41,43,80,4.61,broken clouds
384,Esmeraldas,BR,2022-08-14 21:55:10,-19.7625,-44.3139,70.11,40,0,7.85,clear sky
385,Camrose,CA,2022-08-14 21:55:10,53.0168,-112.8353,75.92,36,59,3.65,broken clouds
386,Kromy,RU,2022-08-14 21:55:11,52.6876,35.7667,64.65,69,89,7.7,overcast clouds
387,Pisco,PE,2022-08-14 21:55:12,-13.7,-76.2167,65.01,82,0,10.36,clear sky
388,Jamame,SO,2022-08-14 21:55:12,0.0722,42.7506,74.1,87,65,10.98,light rain
389,Kenora,CA,2022-08-14 21:55:13,49.8167,-94.4337,77.97,57,75,8.05,broken clouds
390,Jardim,BR,2022-08-14 21:55:13,-21.4803,-56.1381,78.94,36,6,4.68,clear sky
391,Warangal,IN,2022-08-14 21:55:14,18.0,79.5833,73.33,93,100,9.15,moderate rain
392,Mandalgovi,MN,2022-08-14 21:55:14,45.7625,106.2708,55.56,77,0,6.98,clear sky
393,Kvareli,GE,2022-08-14 21:55:15,41.9524,45.8151,74.98,35,0,6.6,clear sky
394,Primorsk,UA,2022-08-14 21:55:16,46.7348,36.3443,80.2,37,40,11.01,scattered clouds
395,Umba,RU,2022-08-14 21:55:16,66.6871,34.3429,52.57,88,44,3.69,scattered clouds
396,Pachino,IT,2022-08-14 21:55:17,36.7186,15.0907,79.86,70,0,8.75,clear sky
397,Kaspiyskiy,RU,2022-08-14 21:55:17,45.3929,47.3707,82.56,57,0,17.81,clear sky
398,Susurluk,TR,2022-08-14 21:55:17,39.9136,28.1578,70.84,86,0,2.71,clear sky
399,Cuiluan,CN,2022-08-14 21:55:18,47.72,128.648,60.37,91,68,1.1,broken clouds
400,Assiniboia,CA,2022-08-14 21:50:49,49.6334,-105.9845,93.02,16,0,13.8,clear sky
401,West Wendover,US,2022-08-14 21:55:21,40.7391,-114.0733,83.41,45,0,6.91,clear sky
402,Strzelin,PL,2022-08-14 21:54:43,50.7816,17.0648,67.39,91,79,4.52,broken clouds
403,Pingliang,CN,2022-08-14 21:55:22,35.5392,106.6861,70.47,48,99,6.24,overcast clouds
404,Bud,US,2022-08-14 21:55:23,39.447,-86.1758,77.9,77,92,7.2,overcast clouds
405,Pacific Grove,US,2022-08-14 21:55:24,36.6177,-121.9166,82.24,84,35,8.01,scattered clouds
406,Ruidoso,US,2022-08-14 21:55:24,33.3317,-105.673,83.05,28,36,8.05,scattered clouds
407,Broome,US,2022-08-14 21:55:25,42.2506,-75.833,82.85,36,28,3.0,scattered clouds
408,Sola,VU,2022-08-14 21:55:26,-13.8833,167.55,81.27,83,75,2.3,broken clouds
409,Collie,AU,2022-08-14 21:55:26,-33.3667,116.15,44.73,92,23,5.93,few clouds
410,Pangai,TO,2022-08-14 21:55:27,-19.8,-174.35,77.11,78,40,16.11,scattered clouds
411,Domna,RU,2022-08-14 21:55:27,51.8971,113.1573,44.76,100,62,2.24,fog
412,Tempio Pausania,IT,2022-08-14 21:55:28,40.8974,9.1035,70.72,70,1,2.46,clear sky
413,Ciudad Bolivar,VE,2022-08-14 21:55:28,8.1222,-63.5497,82.2,76,99,4.25,overcast clouds
414,Sredniy Ikorets,RU,2022-08-14 21:56:29,51.0675,39.7584,69.3,48,41,8.16,scattered clouds
415,Poum,NC,2022-08-14 21:56:30,-20.2333,164.0167,75.31,85,100,15.46,overcast clouds
416,Ambilobe,MG,2022-08-14 21:56:30,-13.2,49.05,65.66,73,21,5.99,few clouds
417,Sidrolandia,BR,2022-08-14 21:56:31,-20.9319,-54.9614,75.58,30,19,5.5,few clouds
418,Passo De Camaragibe,BR,2022-08-14 21:56:31,-9.2368,-35.4901,74.75,88,6,4.79,clear sky
419,Mikhaylovka,RU,2022-08-14 21:56:32,50.06,43.2379,73.78,41,90,13.78,overcast clouds
420,Praia Da Vitoria,PT,2022-08-14 21:56:33,38.7333,-27.0667,79.05,89,40,10.74,scattered clouds
421,Maralal,KE,2022-08-14 21:56:33,1.0968,36.698,58.48,85,95,3.36,overcast clouds
422,Langarud,IR,2022-08-14 21:56:34,37.197,50.1535,77.59,72,0,4.09,clear sky
423,Shingu,JP,2022-08-14 21:56:34,33.7333,135.9833,82.22,82,54,4.74,broken clouds
424,Thinadhoo,MV,2022-08-14 21:56:35,0.5333,72.9333,82.42,74,93,6.49,overcast clouds
425,Provideniya,RU,2022-08-14 21:56:35,64.3833,-173.3,53.71,54,0,7.0,clear sky
426,Aswan,EG,2022-08-14 21:56:36,24.0934,32.907,88.72,20,3,13.31,clear sky
427,Cururupu,BR,2022-08-14 21:56:37,-1.8283,-44.8683,74.39,86,15,3.02,few clouds
428,Kedougou,SN,2022-08-14 21:56:38,12.5579,-12.1743,82.98,78,0,4.61,clear sky
429,Quthing,LS,2022-08-14 21:56:38,-30.4,27.7003,35.65,71,63,6.64,broken clouds
430,Verbilki,RU,2022-08-14 21:56:39,56.5333,37.6,67.69,64,100,4.56,overcast clouds
431,Kudahuvadhoo,MV,2022-08-14 21:56:39,2.6708,72.8944,81.03,77,94,8.21,overcast clouds
432,Togur,RU,2022-08-14 21:56:40,58.3631,82.8265,50.0,93,100,18.03,light rain
433,Saint-Denis,FR,2022-08-14 21:56:40,48.9167,2.3333,67.75,87,0,6.91,clear sky
434,Waingapu,ID,2022-08-14 21:56:42,-9.6567,120.2641,77.14,79,10,10.94,clear sky
435,Juneau,US,2022-08-14 21:54:57,58.3019,-134.4197,60.98,94,100,3.76,overcast clouds
436,Blyth,GB,2022-08-14 21:56:43,55.1271,-1.5086,64.08,95,44,2.3,fog
437,Lloydminster,CA,2022-08-14 21:56:43,53.2835,-110.0016,75.42,53,40,11.5,scattered clouds
438,Arawa,PG,2022-08-14 21:56:44,-6.2132,155.5367,80.65,81,88,0.72,overcast clouds
439,Nouadhibou,MR,2022-08-14 21:56:44,20.931,-17.0347,73.38,83,3,14.97,clear sky
440,Odweyne,SO,2022-08-14 21:56:44,9.4092,45.064,77.07,45,97,19.44,overcast clouds
